name,alt,alignment,type,size,armour_name,stated_ac,armor_bonus,ac,stated_hp,hp,expected_hp,fudge_level,level,hd,Str,Dex,Con,Int,Wis,Cha,attack_parameters,CR,xp,regen,healing_spells,healing_dice,healing_bonus,sc_ability,log,proficiency,initiative_bonus,AB_str,AB_dex,AB_con,AB_int,AB_wis,AB_cha
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
